property_id,city,locality,locality_tier,area_type,total_sqft,bhk,bath,balcony,age_years,distance_to_center_km,furnishing,facing,parking_spaces,rera_approved,nearby_schools,nearby_hospitals,price
P01368,Mumbai,Mumbai-Mid-1,Mid,Plot Area,1599.6,3,2,3,22,13.86,Semi-Furnished,West,0,1,4,2,22797000.0
P01369,Hyderabad,Hyderabad-Emerging-6,Emerging,Super built-up Area,1843.9,3,2,0,14,20.48,Unfurnished,North,0,1,3,1,4985000.0
P01370,Pune,Pune-Premium-2,Premium,Plot Area,1112.3,2,2,0,13,3.4,Unfurnished,West,2,0,5,1,10748000.0
P01371,Bengaluru,Bengaluru-Premium-5,Premium,Super built-up Area,563.7,1,2,0,12,0.05,Semi-Furnished,North,1,1,2,1,4823000.0
P01372,Hyderabad,Hyderabad-Mid-7,Mid,Built-up Area,1365.4,2,2,1,20,6.37,Semi-Furnished,South,0,1,5,1,6422000.0
P01373,Chennai,Chennai-Mid-3,Mid,Carpet Area,1017.4,2,2,2,10,14.21,Unfurnished,West,0,1,1,2,6095000.0
P01374,Hyderabad,Hyderabad-Emerging-1,Emerging,Plot Area,1674.9,3,3,0,19,14.55,Unfurnished,North-East,1,1,0,1,4566000.0
P01375,Bengaluru,Bengaluru-Premium-8,Premium,Plot Area,2125.1,4,3,4,1,3.87,Semi-Furnished,West,0,0,5,3,24768000.0
P01376,Mumbai,Mumbai-Emerging-7,Emerging,Plot Area,1734.2,3,3,3,15,18.96,Fully Furnished,North-East,2,1,3,0,15591000.0
P01377,Hyderabad,Hyderabad-Premium-6,Premium,Carpet Area,2636.1,5,6,0,19,3.47,Semi-Furnished,North-East,0,1,5,3,24903000.0
P01378,Mumbai,Mumbai-Emerging-2,Emerging,Carpet Area,2065.8,4,4,4,11,22.93,Unfurnished,South-East,2,1,1,3,18234000.0
P01379,Pune,Pune-Emerging-1,Emerging,Plot Area,887.6,2,3,2,18,19.32,Unfurnished,East,0,1,1,1,2221000.0
P01380,Chennai,Chennai-Emerging-4,Emerging,Plot Area,1273.9,2,1,1,17,26.88,Semi-Furnished,South,2,0,4,0,3519000.0
P01381,Mumbai,Mumbai-Emerging-6,Emerging,Built-up Area,2232.4,4,4,3,0,16.76,Fully Furnished,West,2,0,3,3,19322000.0
P01382,Mumbai,Mumbai-Premium-4,Premium,Built-up Area,2216.0,4,5,4,6,5.45,Fully Furnished,East,2,1,1,2,60396000.0
P01383,Mumbai,Mumbai-Premium-2,Premium,Super built-up Area,485.3,1,2,1,12,3.35,Fully Furnished,North,2,0,2,0,11159000.0
P01384,Pune,Pune-Premium-6,Premium,Plot Area,1619.9,3,3,3,21,1.81,Semi-Furnished,South,0,1,4,3,10273000.0
P01385,Delhi,Delhi-Emerging-2,Emerging,Built-up Area,2018.4,3,2,3,16,13.2,Semi-Furnished,South,1,1,4,1,10274000.0
P01386,Pune,Pune-Premium-7,Premium,Plot Area,2116.0,5,6,5,3,4.0,Semi-Furnished,South,2,1,4,1,18869000.0
P01387,Chennai,Chennai-Mid-8,Mid,Carpet Area,521.8,1,1,1,16,5.73,Fully Furnished,North,1,1,1,2,3060000.0
P01388,Hyderabad,Hyderabad-Mid-2,Mid,Super built-up Area,987.0,2,2,2,19,7.51,Fully Furnished,North-East,1,1,3,3,4121000.0
P01389,Delhi,Delhi-Mid-1,Mid,Plot Area,2014.6,4,4,3,20,11.75,Semi-Furnished,North,2,0,5,3,13646000.0
P01390,Delhi,Delhi-Mid-7,Mid,Plot Area,465.0,1,1,1,5,10.63,Semi-Furnished,West,1,1,0,0,4085000.0
P01391,Hyderabad,Hyderabad-Premium-6,Premium,Super built-up Area,1976.1,3,3,0,11,5.35,Unfurnished,North-East,2,1,1,1,19198000.0
P01392,Mumbai,Mumbai-Mid-1,Mid,Carpet Area,2826.5,5,5,5,19,12.66,Fully Furnished,North,0,1,2,2,42928000.0
P01393,Mumbai,Mumbai-Mid-1,Mid,Built-up Area,1074.1,2,2,0,12,11.0,Unfurnished,West,1,1,2,3,12645000.0
P01394,Hyderabad,Hyderabad-Mid-3,Mid,Plot Area,1296.6,3,3,0,20,9.83,Fully Furnished,East,1,1,4,2,5476000.0
P01395,Pune,Pune-Emerging-8,Emerging,Built-up Area,1172.9,2,2,2,0,17.41,Fully Furnished,South,1,1,5,2,3856000.0
P01396,Hyderabad,Hyderabad-Emerging-6,Emerging,Plot Area,1741.7,4,3,0,1,26.95,Semi-Furnished,West,2,1,1,0,5065000.0
P01397,Delhi,Delhi-Emerging-7,Emerging,Built-up Area,1775.2,3,4,2,7,19.14,Unfurnished,North-East,2,0,3,1,8167000.0
P01398,Bengaluru,Bengaluru-Premium-4,Premium,Plot Area,1107.3,2,1,2,4,4.05,Unfurnished,East,0,1,4,3,12335000.0
P01399,Hyderabad,Hyderabad-Mid-4,Mid,Plot Area,1264.0,2,2,0,16,5.42,Fully Furnished,South-East,0,1,3,0,5355000.0
P01400,Chennai,Chennai-Mid-5,Mid,Plot Area,1750.4,3,4,3,11,7.12,Semi-Furnished,North-East,1,1,5,1,9717000.0
P01401,Bengaluru,Bengaluru-Emerging-6,Emerging,Plot Area,1658.4,3,3,1,12,12.08,Unfurnished,North-East,2,1,3,0,5208000.0
P01402,Chennai,Chennai-Mid-4,Mid,Built-up Area,1731.7,3,3,3,3,5.07,Unfurnished,West,0,0,2,3,11814000.0
P01403,Bengaluru,Bengaluru-Mid-8,Mid,Super built-up Area,970.1,2,2,1,10,10.72,Unfurnished,South,2,1,0,0,6314000.0
P01404,Pune,Pune-Emerging-3,Emerging,Built-up Area,1452.7,3,4,3,22,16.49,Unfurnished,North-East,0,1,0,2,3504000.0
P01405,Delhi,Delhi-Mid-6,Mid,Super built-up Area,1134.7,2,3,2,0,14.03,Unfurnished,South,0,1,2,2,11109000.0
P01406,Pune,Pune-Mid-7,Mid,Built-up Area,2018.9,3,3,3,10,8.29,Unfurnished,East,0,1,1,2,12937000.0
P01407,Mumbai,Mumbai-Premium-1,Premium,Carpet Area,1146.8,2,3,0,9,4.2,Unfurnished,West,1,1,4,3,27615000.0
P01408,Hyderabad,Hyderabad-Mid-6,Mid,Carpet Area,1221.0,2,3,0,2,6.8,Semi-Furnished,South-East,0,1,2,2,8630000.0
P01409,Bengaluru,Bengaluru-Mid-5,Mid,Super built-up Area,628.2,1,1,1,15,9.79,Semi-Furnished,North-East,0,1,4,0,3915000.0
P01410,Pune,Pune-Mid-3,Mid,Super built-up Area,1348.9,3,3,0,16,13.29,Fully Furnished,South,0,1,4,3,5677000.0
P01411,Chennai,Chennai-Emerging-6,Emerging,Carpet Area,1441.0,3,3,3,21,19.62,Unfurnished,North-East,2,0,0,2,3546000.0
P01412,Mumbai,Mumbai-Mid-8,Mid,Plot Area,2272.7,4,4,3,15,13.52,Unfurnished,South,0,1,4,3,33309000.0
P01413,Chennai,Chennai-Mid-8,Mid,Carpet Area,544.5,1,1,1,13,9.9,Fully Furnished,East,1,1,2,2,2801000.0
P01414,Bengaluru,Bengaluru-Premium-7,Premium,Super built-up Area,688.8,1,1,1,6,3.86,Unfurnished,South,1,1,3,0,6205000.0
P01415,Hyderabad,Hyderabad-Mid-3,Mid,Carpet Area,1163.5,2,2,2,24,9.72,Semi-Furnished,South-East,1,1,3,1,4891000.0
P01416,Hyderabad,Hyderabad-Mid-3,Mid,Plot Area,2319.6,5,5,5,12,7.09,Unfurnished,South-East,1,1,1,3,16591000.0
P01417,Pune,Pune-Emerging-2,Emerging,Super built-up Area,528.1,1,2,1,17,25.96,Unfurnished,South,1,1,2,2,1670000.0
P01418,Hyderabad,Hyderabad-Emerging-6,Emerging,Plot Area,2689.9,5,4,0,10,27.71,Unfurnished,South-East,1,0,2,2,7814000.0
P01419,Hyderabad,Hyderabad-Mid-1,Mid,Built-up Area,556.4,1,2,0,0,14.03,Semi-Furnished,North,2,1,0,3,3752000.0
P01420,Pune,Pune-Premium-1,Premium,Carpet Area,567.2,1,1,0,0,5.73,Semi-Furnished,East,0,1,5,0,5432000.0
P01421,Mumbai,Mumbai-Emerging-8,Emerging,Plot Area,2187.4,4,5,1,3,17.17,Unfurnished,South-East,1,1,3,2,23329000.0
P01422,Pune,Pune-Mid-6,Mid,Plot Area,1650.8,3,3,1,4,5.51,Fully Furnished,East,2,1,4,3,12066000.0
P01423,Bengaluru,Bengaluru-Premium-6,Premium,Built-up Area,1450.4,3,4,2,12,3.83,Unfurnished,East,1,0,4,1,14784000.0
P01424,Chennai,Chennai-Premium-5,Premium,Plot Area,932.1,2,1,2,0,5.28,Unfurnished,South,2,1,1,1,10310000.0
P01425,Mumbai,Mumbai-Mid-2,Mid,Built-up Area,1225.7,2,1,2,10,12.22,Unfurnished,South-East,0,1,0,3,17269000.0
P01426,Delhi,Delhi-Emerging-1,Emerging,Super built-up Area,708.4,1,2,1,22,14.26,Semi-Furnished,South,2,1,1,3,3362000.0
P01427,Delhi,Delhi-Emerging-1,Emerging,Super built-up Area,3046.5,5,5,4,3,12.06,Semi-Furnished,East,1,1,4,1,16664000.0
P01428,Delhi,Delhi-Premium-1,Premium,Carpet Area,3516.9,5,5,0,23,1.38,Unfurnished,East,2,1,0,2,50876000.0
P01429,Mumbai,Mumbai-Emerging-2,Emerging,Built-up Area,1846.5,3,3,1,19,24.08,Unfurnished,North,0,1,0,3,13670000.0
P01430,Hyderabad,Hyderabad-Premium-3,Premium,Carpet Area,1354.1,2,1,0,17,4.1,Semi-Furnished,West,2,1,5,3,11695000.0
P01431,Hyderabad,Hyderabad-Mid-3,Mid,Super built-up Area,1245.5,2,1,1,11,9.17,Unfurnished,East,2,1,5,3,6364000.0
P01432,Hyderabad,Hyderabad-Premium-8,Premium,Plot Area,1634.3,3,3,1,22,4.99,Unfurnished,South,0,1,5,2,9974000.0
P01433,Chennai,Chennai-Mid-4,Mid,Plot Area,502.4,1,2,0,21,11.35,Fully Furnished,South,1,1,1,3,2053000.0
P01434,Chennai,Chennai-Emerging-7,Emerging,Carpet Area,2610.6,4,4,1,9,17.92,Semi-Furnished,East,1,1,2,0,6108000.0
P01435,Delhi,Delhi-Mid-2,Mid,Built-up Area,937.3,2,1,1,2,10.42,Fully Furnished,South,0,1,2,0,11998000.0
P01436,Chennai,Chennai-Emerging-6,Emerging,Built-up Area,2463.3,4,5,0,21,22.92,Semi-Furnished,North-East,1,1,2,2,5115000.0
P01437,Bengaluru,Bengaluru-Mid-6,Mid,Super built-up Area,453.4,1,1,0,4,14.12,Semi-Furnished,North,2,1,3,0,2837000.0
P01438,Pune,Pune-Emerging-6,Emerging,Built-up Area,1584.7,3,2,3,1,27.8,Fully Furnished,West,0,1,4,1,6221000.0
P01439,Bengaluru,Bengaluru-Emerging-7,Emerging,Built-up Area,2083.5,4,3,1,5,13.84,Semi-Furnished,South,0,1,5,1,8745000.0
P01440,Delhi,Delhi-Emerging-8,Emerging,Plot Area,1922.3,3,3,0,20,23.63,Semi-Furnished,South-East,0,1,5,1,6271000.0
P01441,Chennai,Chennai-Mid-8,Mid,Built-up Area,1189.6,2,2,2,11,6.99,Unfurnished,South,0,0,5,2,6860000.0
P01442,Mumbai,Mumbai-Premium-8,Premium,Plot Area,1448.8,3,3,3,13,0.01,Unfurnished,South,0,1,3,0,33081000.0
P01443,Mumbai,Mumbai-Premium-7,Premium,Built-up Area,1470.5,3,3,2,17,5.0,Unfurnished,East,2,1,3,1,37002000.0
P01444,Delhi,Delhi-Premium-1,Premium,Super built-up Area,1386.8,2,2,2,2,5.66,Fully Furnished,East,2,1,0,0,21138000.0
P01445,Hyderabad,Hyderabad-Emerging-2,Emerging,Built-up Area,1034.5,2,2,1,14,26.97,Semi-Furnished,North,1,1,5,1,2647000.0
P01446,Pune,Pune-Emerging-7,Emerging,Plot Area,1178.7,2,1,0,13,24.78,Unfurnished,West,1,1,2,0,3691000.0
P01447,Mumbai,Mumbai-Mid-6,Mid,Carpet Area,965.8,2,2,1,22,13.9,Fully Furnished,North-East,1,0,1,0,11038000.0
P01448,Mumbai,Mumbai-Emerging-1,Emerging,Super built-up Area,1317.3,3,2,0,22,14.94,Fully Furnished,South-East,0,1,3,3,12058000.0
P01449,Hyderabad,Hyderabad-Mid-2,Mid,Built-up Area,1905.7,4,4,4,6,11.58,Semi-Furnished,West,2,1,3,3,8737000.0
P01450,Mumbai,Mumbai-Mid-7,Mid,Carpet Area,1380.0,2,3,0,10,9.89,Unfurnished,South-East,1,1,3,2,25666000.0
P01451,Mumbai,Mumbai-Premium-7,Premium,Super built-up Area,1938.0,3,2,3,13,3.22,Unfurnished,North,0,1,0,3,41309000.0
P01452,Chennai,Chennai-Emerging-5,Emerging,Built-up Area,1575.0,3,2,0,16,27.06,Fully Furnished,North,2,1,0,3,3675000.0
P01453,Pune,Pune-Mid-5,Mid,Carpet Area,1935.6,3,2,2,23,13.56,Unfurnished,South-East,2,1,0,3,8649000.0
P01454,Chennai,Chennai-Mid-4,Mid,Carpet Area,2281.6,4,4,0,3,12.86,Unfurnished,East,1,1,0,0,12262000.0
P01455,Mumbai,Mumbai-Mid-7,Mid,Super built-up Area,2846.9,4,5,1,9,11.94,Semi-Furnished,West,2,1,2,2,49315000.0
P01456,Pune,Pune-Mid-6,Mid,Carpet Area,767.8,1,1,0,23,5.53,Unfurnished,West,2,0,5,2,3812000.0
P01457,Hyderabad,Hyderabad-Mid-8,Mid,Super built-up Area,1833.2,3,4,1,18,8.78,Fully Furnished,West,0,1,5,2,9614000.0
P01458,Delhi,Delhi-Mid-2,Mid,Carpet Area,1239.1,2,1,2,20,12.36,Fully Furnished,North,0,1,0,3,8631000.0
P01459,Pune,Pune-Emerging-7,Emerging,Super built-up Area,1155.1,2,1,0,13,12.18,Fully Furnished,East,0,1,3,3,4027000.0
P01460,Pune,Pune-Mid-8,Mid,Built-up Area,2218.8,4,5,1,20,12.91,Unfurnished,North,2,1,1,1,11400000.0
P01461,Bengaluru,Bengaluru-Mid-4,Mid,Plot Area,1228.8,2,3,1,22,5.28,Fully Furnished,North-East,2,1,5,1,6123000.0
P01462,Delhi,Delhi-Mid-5,Mid,Plot Area,1184.4,3,2,2,20,10.62,Unfurnished,North-East,2,1,3,1,8548000.0
P01463,Mumbai,Mumbai-Emerging-8,Emerging,Plot Area,2034.6,3,4,0,23,21.29,Semi-Furnished,South-East,0,1,4,3,13808000.0
P01464,Chennai,Chennai-Premium-3,Premium,Super built-up Area,1303.4,2,3,1,10,2.86,Semi-Furnished,South-East,0,1,5,2,10982000.0
P01465,Hyderabad,Hyderabad-Premium-1,Premium,Built-up Area,1540.9,2,2,2,19,3.46,Semi-Furnished,North-East,1,1,2,3,15807000.0
P01466,Hyderabad,Hyderabad-Emerging-1,Emerging,Super built-up Area,1418.0,3,4,1,21,27.12,Unfurnished,North,0,1,2,0,3099000.0
P01467,Delhi,Delhi-Emerging-4,Emerging,Plot Area,2963.8,4,3,3,0,22.94,Unfurnished,South-East,2,1,0,3,17378000.0
P01468,Pune,Pune-Mid-3,Mid,Super built-up Area,958.3,2,3,2,3,6.05,Fully Furnished,South,2,1,1,2,5334000.0
P01469,Hyderabad,Hyderabad-Premium-7,Premium,Super built-up Area,2226.9,4,3,0,17,2.22,Semi-Furnished,North,1,1,2,1,21005000.0
P01470,Hyderabad,Hyderabad-Mid-1,Mid,Carpet Area,939.2,2,3,0,4,13.47,Unfurnished,East,1,1,1,0,6412000.0
P01471,Pune,Pune-Premium-8,Premium,Plot Area,1575.4,3,4,2,11,1.8,Unfurnished,South-East,1,0,1,1,14965000.0
P01472,Mumbai,Mumbai-Mid-5,Mid,Plot Area,2191.7,4,4,4,7,10.43,Fully Furnished,West,2,0,5,3,32681000.0
P01473,Hyderabad,Hyderabad-Mid-5,Mid,Carpet Area,1359.0,3,4,0,7,11.61,Semi-Furnished,West,2,1,2,0,8197000.0
P01474,Bengaluru,Bengaluru-Emerging-4,Emerging,Super built-up Area,2665.5,5,6,2,0,12.43,Unfurnished,North-East,1,0,0,1,11524000.0
P01475,Pune,Pune-Mid-7,Mid,Plot Area,1887.6,4,4,3,6,9.43,Semi-Furnished,West,2,1,5,0,13121000.0
P01476,Hyderabad,Hyderabad-Emerging-2,Emerging,Carpet Area,1111.4,2,3,1,15,12.62,Unfurnished,North-East,2,1,2,0,3804000.0
P01477,Delhi,Delhi-Premium-1,Premium,Carpet Area,2172.0,4,5,0,5,5.0,Fully Furnished,East,0,1,4,3,35319000.0
P01478,Pune,Pune-Emerging-8,Emerging,Carpet Area,1831.5,4,4,1,17,22.88,Semi-Furnished,West,1,1,4,1,4595000.0
P01479,Delhi,Delhi-Emerging-3,Emerging,Carpet Area,1012.0,2,1,2,19,13.29,Unfurnished,South,1,1,1,0,4359000.0
P01480,Pune,Pune-Emerging-8,Emerging,Carpet Area,2188.9,3,4,2,2,12.68,Fully Furnished,North,0,1,0,2,6849000.0
P01481,Pune,Pune-Emerging-8,Emerging,Super built-up Area,2524.4,4,4,2,14,23.35,Unfurnished,North-East,2,0,3,1,7795000.0
P01482,Chennai,Chennai-Mid-8,Mid,Plot Area,649.1,1,1,0,14,12.95,Fully Furnished,North,1,1,3,0,3038000.0
P01483,Mumbai,Mumbai-Mid-6,Mid,Built-up Area,1805.3,3,2,0,24,8.78,Semi-Furnished,South-East,2,1,4,0,26136000.0
P01484,Delhi,Delhi-Premium-2,Premium,Super built-up Area,670.1,1,1,0,22,0.75,Unfurnished,North,0,0,3,1,9091000.0
P01485,Bengaluru,Bengaluru-Mid-2,Mid,Carpet Area,868.6,2,3,2,13,12.13,Unfurnished,South-East,2,1,0,2,4583000.0
P01486,Delhi,Delhi-Mid-3,Mid,Super built-up Area,809.2,2,1,1,14,5.44,Semi-Furnished,East,1,1,5,2,9714000.0
P01487,Delhi,Delhi-Mid-1,Mid,Super built-up Area,1980.7,3,3,0,10,13.03,Semi-Furnished,South,0,1,0,1,18043000.0
P01488,Hyderabad,Hyderabad-Mid-7,Mid,Built-up Area,931.4,2,2,0,15,10.96,Unfurnished,North,1,0,3,1,4038000.0
P01489,Mumbai,Mumbai-Mid-5,Mid,Carpet Area,591.9,1,1,1,16,9.68,Fully Furnished,North-East,1,1,3,3,8531000.0
P01490,Chennai,Chennai-Emerging-5,Emerging,Carpet Area,1682.8,3,4,2,6,13.68,Fully Furnished,North-East,2,1,5,1,3980000.0
P01491,Pune,Pune-Premium-8,Premium,Built-up Area,1312.5,2,1,1,4,3.15,Semi-Furnished,North,1,1,3,1,13059000.0
P01492,Bengaluru,Bengaluru-Emerging-1,Emerging,Carpet Area,1344.5,2,2,2,14,13.53,Semi-Furnished,South-East,2,1,4,3,5012000.0
P01493,Delhi,Delhi-Mid-5,Mid,Super built-up Area,2139.5,3,2,2,21,7.16,Fully Furnished,South-East,1,1,5,3,20314000.0
P01494,Delhi,Delhi-Emerging-7,Emerging,Carpet Area,880.2,2,3,2,11,23.84,Fully Furnished,North,1,1,3,2,3873000.0
P01495,Bengaluru,Bengaluru-Emerging-8,Emerging,Carpet Area,1155.2,2,1,1,6,17.18,Fully Furnished,North-East,0,1,3,2,3517000.0
P01496,Mumbai,Mumbai-Emerging-4,Emerging,Carpet Area,1599.2,3,4,3,21,13.07,Unfurnished,West,1,1,2,0,14153000.0
P01497,Chennai,Chennai-Mid-4,Mid,Carpet Area,1142.2,2,1,2,6,9.48,Unfurnished,East,1,1,2,3,6328000.0
P01498,Bengaluru,Bengaluru-Premium-5,Premium,Super built-up Area,1393.8,2,2,2,1,5.58,Semi-Furnished,South-East,1,1,4,0,16033000.0
P01499,Chennai,Chennai-Premium-2,Premium,Carpet Area,1554.4,3,2,3,9,0.46,Unfurnished,South,2,1,5,1,11208000.0
P01500,Chennai,Chennai-Mid-6,Mid,Built-up Area,2182.7,4,5,2,20,14.85,Fully Furnished,North,1,1,0,2,8707000.0
P01501,Mumbai,Mumbai-Emerging-1,Emerging,Built-up Area,1181.1,2,3,0,24,15.13,Unfurnished,North-East,2,1,0,1,7686000.0
P01502,Chennai,Chennai-Premium-3,Premium,Built-up Area,1579.8,3,4,1,10,1.44,Unfurnished,North-East,1,1,5,3,14920000.0
P01503,Mumbai,Mumbai-Emerging-7,Emerging,Built-up Area,1470.8,3,3,3,8,17.14,Semi-Furnished,North-East,0,0,3,0,13424000.0
P01504,Delhi,Delhi-Mid-8,Mid,Super built-up Area,2086.0,4,5,4,6,5.83,Unfurnished,West,1,0,1,3,22392000.0
P01505,Mumbai,Mumbai-Mid-2,Mid,Super built-up Area,1120.4,2,2,2,6,7.12,Unfurnished,South-East,0,1,3,0,19004000.0
P01506,Mumbai,Mumbai-Emerging-7,Emerging,Carpet Area,1326.4,3,4,0,17,12.79,Fully Furnished,West,0,0,1,2,12899000.0
P01507,Bengaluru,Bengaluru-Emerging-1,Emerging,Carpet Area,432.2,1,1,1,14,19.43,Semi-Furnished,East,0,1,0,0,1377000.0
P01508,Hyderabad,Hyderabad-Premium-4,Premium,Super built-up Area,1943.1,4,5,0,4,4.74,Semi-Furnished,North,0,1,2,2,17861000.0
P01509,Chennai,Chennai-Mid-1,Mid,Plot Area,1097.9,2,1,1,11,7.3,Unfurnished,East,0,1,2,0,6510000.0
P01510,Bengaluru,Bengaluru-Emerging-8,Emerging,Built-up Area,562.6,1,2,0,23,14.04,Unfurnished,West,1,1,4,1,1329000.0
P01511,Mumbai,Mumbai-Mid-4,Mid,Built-up Area,2897.1,5,4,1,10,10.46,Semi-Furnished,South-East,0,0,4,0,48965000.0
P01512,Chennai,Chennai-Emerging-5,Emerging,Carpet Area,1406.9,2,3,0,10,14.86,Unfurnished,East,0,1,5,1,3892000.0
P01513,Pune,Pune-Emerging-4,Emerging,Carpet Area,1286.9,2,2,0,19,25.45,Fully Furnished,East,0,1,1,2,3033000.0
P01514,Bengaluru,Bengaluru-Mid-7,Mid,Super built-up Area,1988.2,3,3,3,13,12.33,Semi-Furnished,East,2,1,1,0,10874000.0
P01515,Delhi,Delhi-Mid-1,Mid,Built-up Area,1531.9,3,3,2,9,5.74,Fully Furnished,West,1,1,2,3,14741000.0
P01516,Bengaluru,Bengaluru-Emerging-3,Emerging,Super built-up Area,1199.0,2,3,2,2,25.6,Semi-Furnished,North-East,1,0,5,3,4919000.0
P01517,Delhi,Delhi-Mid-4,Mid,Carpet Area,1031.5,2,3,1,21,10.1,Fully Furnished,North-East,2,0,0,3,8049000.0
P01518,Hyderabad,Hyderabad-Mid-5,Mid,Carpet Area,2331.3,4,4,1,23,10.41,Semi-Furnished,East,2,1,2,0,12219000.0
P01519,Bengaluru,Bengaluru-Mid-1,Mid,Carpet Area,1878.7,3,3,0,10,11.96,Unfurnished,South-East,2,1,1,2,8647000.0
P01520,Bengaluru,Bengaluru-Emerging-6,Emerging,Plot Area,951.4,2,2,2,1,20.75,Unfurnished,East,1,0,0,0,3567000.0
P01521,Hyderabad,Hyderabad-Emerging-4,Emerging,Built-up Area,2141.5,3,4,0,11,16.08,Fully Furnished,East,0,1,4,3,7878000.0
P01522,Delhi,Delhi-Premium-2,Premium,Carpet Area,1300.0,2,3,0,12,0.34,Semi-Furnished,South,1,1,2,0,23002000.0
P01523,Hyderabad,Hyderabad-Emerging-5,Emerging,Carpet Area,990.6,2,1,2,17,20.08,Semi-Furnished,East,2,1,2,3,3190000.0
P01524,Bengaluru,Bengaluru-Mid-8,Mid,Super built-up Area,1221.1,2,3,1,20,13.07,Semi-Furnished,North,2,1,3,0,7334000.0
P01525,Pune,Pune-Emerging-4,Emerging,Super built-up Area,1641.0,3,3,1,3,22.1,Semi-Furnished,South,2,1,0,2,4116000.0
P01526,Chennai,Chennai-Mid-7,Mid,Carpet Area,1330.4,2,3,1,23,13.34,Semi-Furnished,West,0,1,3,3,5952000.0
P01527,Mumbai,Mumbai-Emerging-3,Emerging,Carpet Area,466.7,1,1,1,22,13.59,Fully Furnished,West,0,1,1,0,3286000.0
P01528,Pune,Pune-Premium-6,Premium,Built-up Area,3346.7,5,5,4,16,1.53,Semi-Furnished,North,1,1,2,3,30608000.0
P01529,Chennai,Chennai-Mid-2,Mid,Plot Area,2092.2,4,5,1,13,8.37,Unfurnished,West,1,1,2,3,11551000.0
P01530,Pune,Pune-Premium-3,Premium,Carpet Area,1122.3,2,2,2,23,3.18,Semi-Furnished,West,1,1,2,3,9569000.0
P01531,Mumbai,Mumbai-Emerging-3,Emerging,Carpet Area,2617.7,4,5,4,22,22.45,Semi-Furnished,North,1,0,5,0,17859000.0
P01532,Mumbai,Mumbai-Mid-6,Mid,Super built-up Area,1046.6,2,1,1,7,5.4,Unfurnished,North-East,0,1,5,0,19672000.0
P01533,Mumbai,Mumbai-Mid-8,Mid,Carpet Area,1053.0,2,3,2,6,6.31,Unfurnished,North,0,1,5,2,15693000.0
P01534,Pune,Pune-Emerging-2,Emerging,Plot Area,720.7,1,2,1,1,22.98,Semi-Furnished,North,1,1,4,1,2742000.0
P01535,Hyderabad,Hyderabad-Mid-7,Mid,Built-up Area,2020.5,3,2,0,23,13.12,Unfurnished,East,1,1,3,0,10884000.0
P01536,Delhi,Delhi-Mid-7,Mid,Built-up Area,1086.3,2,2,1,11,8.46,Semi-Furnished,North,2,1,4,1,10851000.0
P01537,Mumbai,Mumbai-Mid-7,Mid,Built-up Area,984.8,2,2,2,11,9.79,Semi-Furnished,West,0,1,0,1,12815000.0
P01538,Chennai,Chennai-Mid-1,Mid,Super built-up Area,1410.0,3,2,0,0,14.35,Unfurnished,South-East,2,1,3,0,8936000.0
P01539,Pune,Pune-Premium-1,Premium,Super built-up Area,1195.6,3,2,0,9,4.45,Semi-Furnished,North,0,1,5,1,12657000.0
P01540,Delhi,Delhi-Mid-1,Mid,Carpet Area,2442.6,4,4,4,14,9.93,Unfurnished,North,0,1,0,1,20123000.0
P01541,Delhi,Delhi-Emerging-6,Emerging,Super built-up Area,1268.1,2,3,1,15,15.04,Unfurnished,East,1,1,0,1,7143000.0
P01542,Bengaluru,Bengaluru-Premium-2,Premium,Super built-up Area,1285.1,2,3,0,13,2.96,Semi-Furnished,South,2,1,0,3,12402000.0
P01543,Hyderabad,Hyderabad-Emerging-7,Emerging,Carpet Area,2558.5,4,5,2,4,25.75,Unfurnished,South,0,1,5,1,8506000.0
P01544,Delhi,Delhi-Emerging-2,Emerging,Plot Area,1672.1,3,3,0,2,25.63,Semi-Furnished,South-East,2,1,3,1,7694000.0
P01545,Hyderabad,Hyderabad-Mid-7,Mid,Carpet Area,1234.9,2,2,1,11,9.11,Unfurnished,South,0,0,1,3,6523000.0
P01546,Hyderabad,Hyderabad-Mid-6,Mid,Carpet Area,1785.3,3,3,0,14,11.17,Unfurnished,West,2,1,0,2,8266000.0
P01547,Hyderabad,Hyderabad-Emerging-1,Emerging,Plot Area,1555.0,3,4,3,7,20.33,Fully Furnished,West,0,1,4,3,5191000.0
P01548,Bengaluru,Bengaluru-Mid-8,Mid,Built-up Area,1549.4,3,2,3,10,5.74,Unfurnished,North-East,0,0,5,2,11097000.0
P01549,Delhi,Delhi-Mid-8,Mid,Super built-up Area,1215.8,2,3,0,20,9.53,Semi-Furnished,North,1,1,4,3,10428000.0
P01550,Bengaluru,Bengaluru-Emerging-7,Emerging,Plot Area,988.8,2,1,2,17,19.89,Unfurnished,West,0,0,4,2,2901000.0
P01551,Mumbai,Mumbai-Mid-2,Mid,Super built-up Area,1892.1,3,3,0,11,12.44,Semi-Furnished,West,1,0,5,0,25910000.0
P01552,Pune,Pune-Mid-7,Mid,Super built-up Area,1960.8,3,3,3,14,14.9,Unfurnished,North,1,1,3,0,7349000.0
P01553,Chennai,Chennai-Premium-1,Premium,Plot Area,1802.2,3,2,3,16,1.59,Semi-Furnished,West,2,1,5,3,15038000.0
